,files,keys,en,hi,id,ko,th,zh-Hant,Base,ja,vi,zh-Hans
150,Flabuless/Layouts/Common UI/Events.strings,"""3Lz-KZ-5PZ.text""","""Lorem ipsum dolor sit er elit lamet, consectetaur cillium adipisicing pecu, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Nam liber te conscient to factor tum poen legum odioque civiuda."";","""Lorem ipsum dolor sit er elit lamet, consectetaur cillium adipisicing pecu, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Nam liber te conscient to factor tum poen legum odioque civiuda."";","""Lorem ipsum dolor sit er elit lamet, consectetaur cillium adipisicing pecu, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Nam liber te conscient to factor tum poen legum odioque civiuda."";","""Lorem ipsum dolor sit er elit lamet, consectetaur cillium adipisicing pecu, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Nam liber te conscient to factor tum poen legum odioque civiuda."";","""Lorem ipsum dolor sit er elit lamet, consectetaur cillium adipisicing pecu, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Nam liber te conscient to factor tum poen legum odioque civiuda."";","""Lorem ipsum dolor sit er elit lamet, consectetaur cillium adipisicing pecu, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Nam liber te conscient to factor tum poen legum odioque civiuda."";",,"""Lorem ipsum dolor sit er elit lamet, consectetaur cillium adipisicing pecu, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Nam liber te conscient to factor tum poen legum odioque civiuda."";","""Lorem ipsum dolor sit er elit lamet, consectetaur cillium adipisicing pecu, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Nam liber te conscient to factor tum poen legum odioque civiuda."";","""Lorem ipsum dolor sit er elit lamet, consectetaur cillium adipisicing pecu, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Nam liber te conscient to factor tum poen legum odioque civiuda."";"
151,Flabuless/Layouts/Common UI/Events.strings,"""UVb-jm-8qV.text""","""Event Details"";","""आयोजन का विवरण"";","""Rincian Acara"";","""이벤트 상세 정보"";","""รายละเอียดเหตุการณ์"";","""活動詳情"";",,"""イベントの詳細"";","""Thông tin Chi tiết về Sự kiện"";","""活动详细信息"";"
152,Flabuless/Layouts/Common UI/Events.strings,"""ClK-84-ZD5.normalTitle""","""FUTURE EVENT"";","""भविष्य के इवेंट "";","""EVENT MENDATANG"";","""향후 이벤트"";","""เหตุการณ์ในอนาคต"";","""未來"";",,"""来月以降のイベント"";","""SỰ KIỆN TRONG TƯƠNG LAI"";","""未來"";"
153,Flabuless/Layouts/Common UI/Events.strings,"""ca5-Ze-OGU.text""","""Borys90521@gmail.com"";","""Borys90521@gmail.com"";","""Borys90521@gmail.com"";","""Borys90521@gmail.com"";","""Borys90521@gmail.com"";","""Borys90521@gmail.com"";",,"""Borys90521@gmail.com"";","""Borys90521@gmail.com"";","""Borys90521@gmail.com"";"
154,Flabuless/Layouts/Common UI/Events.strings,"""miz-qX-4Ru.text""","""Point of Contact Details"";","""संपर्क विवरण का बिंदु"";","""Point of Contact Details"";","""문의 상세 정보"";","""รายละเอียดของบุคคลที่ติดต่อได้"";","""Point of Contact Details"";",,"""イベント当日の連絡先"";","""Thông tin về Bộ phận Liên hệ"";","""详细联络资料"";"
155,Flabuless/Layouts/Common UI/Events.strings,"""QXY-3A-a6X.text""","""CREATE EVENT"";","""आयोजन व्यवस्थित करें"";","""Buat Acara"";","""이벤트 생성"";","""สร้างเหตุการณ์"";","""建立活動"";",,"""イベントの作成"";","""Tạo Sự kiện"";","""创建活动"";"
0,Flabuless/Layouts/Apps Specific/Sahtak/ResetPasswordViewController.strings,"""tNV-Ej-7UN.text""","""Please check your email and click the password reset link."";","""Please check your email and click the password reset link."";","""Please check your email and click the password reset link."";","""Please check your email and click the password reset link."";","""Please check your email and click the password reset link."";","""Please check your email and click the password reset link."";",,"""Please check your email and click the password reset link."";","""Please check your email and click the password reset link."";","""Please check your email and click the password reset link."";"
1,Flabuless/Layouts/Apps Specific/Sahtak/ResetPasswordViewController.strings,"""ufi-Yz-SEv.text""","""Success"";","""Success"";","""Success"";","""Success"";","""Success"";","""Success"";",,"""Success"";","""Success"";","""Success"";"
2,Flabuless/Layouts/Apps Specific/Sahtak/ResetPasswordViewController.strings,"""WxW-pY-gif.placeholder""","""Email or Username"";","""Email or Username"";","""Email or Username"";","""Email or Username"";","""Email or Username"";","""Email or Username"";",,"""Email or Username"";","""Email or Username"";","""Email or Username"";"
3,Flabuless/Layouts/Apps Specific/Sahtak/ResetPasswordViewController.strings,"""tEd-M1-CL1.normalTitle""","""OK"";","""OK"";","""OK"";","""OK"";","""OK"";","""OK"";",,"""OK"";","""OK"";","""OK"";"
4,Flabuless/Layouts/Apps Specific/Sahtak/ResetPasswordViewController.strings,"""Cut-4v-8mi.text""","""An email with a link to reset your password has been sent to"";","""An email with a link to reset your password has been sent to"";","""An email with a link to reset your password has been sent to"";","""An email with a link to reset your password has been sent to"";","""An email with a link to reset your password has been sent to"";","""An email with a link to reset your password has been sent to"";",,"""An email with a link to reset your password has been sent to"";","""An email with a link to reset your password has been sent to"";","""An email with a link to reset your password has been sent to"";"
5,Flabuless/Layouts/Apps Specific/Sahtak/ResetPasswordViewController.strings,"""Gdr-v7-VlE.text""","""sudhanshu@rewardz.sg"";","""sudhanshu@rewardz.sg"";","""sudhanshu@rewardz.sg"";","""sudhanshu@rewardz.sg"";","""sudhanshu@rewardz.sg"";","""sudhanshu@rewardz.sg"";",,"""sudhanshu@rewardz.sg"";","""sudhanshu@rewardz.sg"";","""sudhanshu@rewardz.sg"";"
6,Flabuless/Layouts/Apps Specific/Sahtak/ResetPasswordViewController.strings,"""bmI-4R-nMK.text""","""RESET PASSWORD"";","""RESET PASSWORD"";","""RESET PASSWORD"";","""RESET PASSWORD"";","""RESET PASSWORD"";","""RESET PASSWORD"";",,"""RESET PASSWORD"";","""RESET PASSWORD"";","""RESET PASSWORD"";"
0,Flabuless/Presentation Layer/NewEventDesign/EventDateTableViewCell.strings,"""GRD-Yv-BWY.text""","""End"";","""समाप्त"";","""Akhir"";","""종료"";","""ปลาย"";","""結束"";",,"""終了日時"";","""Kết thúc"";","""结束"";"
1,Flabuless/Presentation Layer/NewEventDesign/EventDateTableViewCell.strings,"""See-VZ-Xa2.placeholder""","""HH/MM"";","""HH/MM"";","""HH/MM"";","""HH/MM"";","""HH/MM"";","""HH/MM"";",,"""HH/MM"";","""HH/MM"";","""HH/MM"";"
2,Flabuless/Presentation Layer/NewEventDesign/EventDateTableViewCell.strings,"""QFI-dd-k8j.text""","""START"";","""शुरु"";","""MULAI"";","""스타트"";","""เริ่มต้น"";","""開始"";",,"""開始日時"";","""KHỞI ĐẦU"";","""开始"";"
3,Flabuless/Presentation Layer/NewEventDesign/EventDateTableViewCell.strings,"""OWi-cK-C6B.placeholder""","""HH/MM"";","""HH/MM"";","""HH/MM"";","""HH/MM"";","""HH/MM"";","""HH/MM"";",,"""HH/MM"";","""HH/MM"";","""HH/MM"";"
4,Flabuless/Presentation Layer/NewEventDesign/EventDateTableViewCell.strings,"""jef-NY-IDL.placeholder""","""YYYY/MM/DD"";","""YYYY/MM/DD"";","""YYYY/MM/DD"";","""YYYY/MM/DD"";","""YYYY/MM/DD"";","""YYYY/MM/DD"";",,"""YYYY/MM/DD"";","""YYYY/MM/DD"";","""YYYY/MM/DD"";"
5,Flabuless/Presentation Layer/NewEventDesign/EventDateTableViewCell.strings,"""f6j-Pb-QMX.text""","""EVENT DATE & TIME"";","""ईवेंट डेट और टाइम"";","""TANGGAL ACARA & WAKTU"";","""이벤트 날짜 및 시간"";","""เหตุการณ์วันที่ & เวลา"";","""活動日期和時間"";",,"""イベントの日付と時刻"";","""NGÀY & THỜI GIAN"";","""活动日期和时间"";"
6,Flabuless/Presentation Layer/NewEventDesign/EventDateTableViewCell.strings,"""nyT-dK-EJR.placeholder""","""YYYY/MM/DD"";","""YYYY/MM/DD"";","""YYYY/MM/DD"";","""YYYY/MM/DD"";","""YYYY/MM/DD"";","""YYYY/MM/DD"";",,"""YYYY/MM/DD"";","""YYYY/MM/DD"";","""YYYY/MM/DD"";"
0,Flabuless/Layouts/Common UI/Activity.strings,"""QjA-si-iD4.text""","""CYCLING"";","""सायक्लिंग"";","""BERSEPEDA"";","""사이클링"";","""ขี่จักรยาน"";","""騎自行車"";",,"""サイクリング"";","""ĐẠP XE"";","""骑自行车"";"
1,Flabuless/Layouts/Common UI/Activity.strings,"""gNo-a4-INQ.text""","""0 MIN"";","""0 MIN"";","""0 MIN"";","""0 MIN"";","""0 MIN"";","""0 MIN"";",,"""0 MIN"";","""0 MIN"";","""0 MIN"";"
2,Flabuless/Layouts/Common UI/Activity.strings,"""BcO-qt-n0O.normalTitle""","""Dashboard"";","""डैशबोर्ड"";","""Dasbor"";","""대시보드"";","""แผงควบคุม"";","""主頁"";",,"""ダッシュボード"";","""Tổng hợp"";","""主页"";"
3,Flabuless/Layouts/Common UI/Activity.strings,"""80Y-Wl-868.text""","""No Activity Found"";","""कोई गतिविधि नहीं मिली"";","""Tidak Ada Aktivitas"";","""활동 없음"";","""ไม่พบกิจกรรม"";","""找不到任何活動"";",,"""アクティビティが見つかりません"";","""Không Tìm thấy Hoạt động nào"";","""找不到任何活动"";"
4,Flabuless/Layouts/Common UI/Activity.strings,"""lXD-ck-qlp.text""","""900"";","""900"";","""900"";","""900"";","""900"";","""900"";",,"""900"";","""900"";","""900"";"
5,Flabuless/Layouts/Common UI/Activity.strings,"""bAQ-vI-hzb.text""",""" 0"";",""" 0"";",""" 0"";",""" 0"";",""" 0"";",""" 0"";",,""" 0"";",""" 0"";",""" 0"";"
6,Flabuless/Layouts/Common UI/Activity.strings,"""mPX-ib-iog.text""","""1 -7 May"";","""1 -7 May"";","""1 -7 May"";","""1 -7 May"";","""1 -7 May"";","""1 -7 May"";",,"""1 -7 May"";","""1 -7 May"";","""1 -7 May"";"
7,Flabuless/Layouts/Common UI/Activity.strings,"""sHu-EL-qQ4.text""","""563"";","""563"";","""563"";","""563"";","""563"";","""563"";",,"""563"";","""563"";","""563"";"
8,Flabuless/Layouts/Common UI/Activity.strings,"""FPf-r0-tv0.text""","""1000 Points"";","""1000 Points"";","""1000 Points"";","""1000 Points"";","""1000 Points"";","""1000 Points"";",,"""1000 Points"";","""1000 Points"";","""1000 Points"";"
9,Flabuless/Layouts/Common UI/Activity.strings,"""9q4-CN-6x4.text""","""DISTANCE"";","""दूरी"";","""JARAK"";","""거리"";","""ระยะทาง"";","""距離"";",,"""距離"";","""QUÃNG ĐƯỜNG"";","""DISTANCE"";"
10,Flabuless/Layouts/Common UI/Activity.strings,"""DWb-G1-yP3.normalTitle""","""MONTH"";","""महीने के"";","""BULAN"";","""달"";","""เดือน"";","""月"";",,"""毎月"";","""THÁNG"";","""月"";"
11,Flabuless/Layouts/Common UI/Activity.strings,"""ZXd-jQ-E6Z.normalTitle""","""Weekly"";","""साप्ताहिक"";","""Mingguan"";","""주간"";","""รายสัปดาห์"";","""簽到"";",,"""毎週"";","""Tuần"";","""每周"";"
12,Flabuless/Layouts/Common UI/Activity.strings,"""H05-Bv-EfZ.normalTitle""","""Done"";","""किया हुआ"";","""Selesai"";","""완료"";","""เสร็จสิ้น"";","""完成"";",,"""完了"";","""Hoàn tất"";","""完成"";"
13,Flabuless/Layouts/Common UI/Activity.strings,"""o4M-xt-STE.text""","""Pts"";","""अंक"";","""Poin"";","""점"";","""คะแนน"";","""分"";",,"""Pts"";","""Điểm"";","""积分"";"
14,Flabuless/Layouts/Common UI/Activity.strings,"""SXI-n4-BnM.text""","""STEPS"";","""कदम"";","""LANGKAH"";","""걸음"";","""ก้าว"";","""步數"";",,"""ステップ"";","""Bước Chân"";","""步数"";"
15,Flabuless/Layouts/Common UI/Activity.strings,"""gxD-Yg-H23.normalTitle""","""Monthly"";","""महीने के"";","""Bulanan"";","""월간 간행물"";","""รายเดือน"";","""每月"";",,"""毎月"";","""Tháng"";","""每月"";"
16,Flabuless/Layouts/Common UI/Activity.strings,"""BgK-wK-5fq.text""","""Pts"";","""अंक"";","""Poin"";","""점"";","""คะแนน"";","""分"";",,"""Pts"";","""Điểm"";","""积分"";"
17,Flabuless/Layouts/Common UI/Activity.strings,"""w8R-XY-C48.text""","""0"";","""0"";","""0"";","""0"";","""0"";","""0"";",,"""0"";","""0"";","""0"";"
18,Flabuless/Layouts/Common UI/Activity.strings,"""rYY-50-A3t.text""","""0"";","""0"";","""0"";","""0"";","""0"";","""0"";",,"""0"";","""0"";","""0"";"
19,Flabuless/Layouts/Common UI/Activity.strings,"""1bP-ex-vo0.text""","""MY ACTIVITY HISTORY"";","""मेरी गतिविधियां"";","""RIWAYAT AKTIVITAS SAYA"";","""내 활동 기록"";","""ประวัติกิจกรรมของฉัน"";","""歷史庫"";",,"""活動記録"";","""Lịch sử Hoạt động của Tôi"";","""历史库"";"
20,Flabuless/Layouts/Common UI/Activity.strings,"""6VO-Jp-xU0.text""",""" KM"";",""" किमी"";",""" KM"";",""" KM"";",""" กม."";","""公里"";",,""" KM"";",""" KM"";","""千米"";"
21,Flabuless/Layouts/Common UI/Activity.strings,"""Eqk-Vy-rQj.text""","""October 2018"";","""October 2018"";","""October 2018"";","""October 2018"";","""October 2018"";","""October 2018"";",,"""October 2018"";","""October 2018"";","""October 2018"";"
22,Flabuless/Layouts/Common UI/Activity.strings,"""K3J-gI-CyJ.normalTitle""","""WEEK"";","""सप्ताह"";","""MINGGU"";","""주"";","""รายสัปดาห์"";","""周"";",,"""毎週"";","""TUẦN"";","""周"";"
23,Flabuless/Layouts/Common UI/Activity.strings,"""1kH-Lf-oEZ.text""","""George Mark Jones"";","""George Mark Jones"";","""George Mark Jones"";","""George Mark Jones"";","""George Mark Jones"";","""George Mark Jones"";",,"""George Mark Jones"";","""George Mark Jones"";","""George Mark Jones"";"
24,Flabuless/Layouts/Common UI/Activity.strings,"""6fj-kb-Z2I.text""","""MY ACTIVITY HISTORY"";","""मेरी गतिविधियां"";","""RIWAYAT AKTIVITAS SAYA"";","""MY ACTIVITY HISTORY"";","""ประวัติกิจกรรมของฉัน"";","""歷史庫"";",,"""活動記録"";","""Lịch sử Hoạt động của Tôi"";","""历史库"";"
25,Flabuless/Layouts/Common UI/Activity.strings,"""IIz-Fh-wA5.text""","""No Activity Found"";","""कोई गतिविधि नहीं मिली"";","""Tidak Ada Aktivitas"";","""활동 없음"";","""ไม่พบกิจกรรม"";","""找不到任何活動"";",,"""アクティビティが見つかりません"";","""Không Tìm thấy Hoạt động nào"";","""找不到任何活动"";"
26,Flabuless/Layouts/Common UI/Activity.strings,"""BkF-Q6-nLI.normalTitle""","""Check in"";","""चेक इन"";","""Check in"";","""체크인"";","""เช็กอิน"";","""Check in"";",,"""チェックイン"";","""Tham gia sự kiện"";","""签到"";"
27,Flabuless/Layouts/Common UI/Activity.strings,"""vJA-65-e1n.text""","""DURATION"";","""अवधि"";","""DURASI"";","""기간"";","""ระยะเวลา"";","""時間長度"";",,"""DURATION"";","""THỜI GIAN DIỄN RA"";","""持续时间"";"
28,Flabuless/Layouts/Common UI/Activity.strings,"""YK0-xe-hZ6.text""","""STEPS"";","""कदम"";","""LANGKAH"";","""걸음"";","""ก้าว"";","""步數"";",,"""ステップ"";","""Bước Chân"";","""步数"";"
29,Flabuless/Layouts/Common UI/Activity.strings,"""aFa-Ir-out.text""","""Pts"";","""अंक"";","""Poin"";","""점"";","""คะแนน"";","""分"";",,"""Pts"";","""Điểm"";","""积分"";"
30,Flabuless/Layouts/Common UI/Activity.strings,"""IW4-vr-P7c.normalTitle""","""Save Activity"";","""गतिविधि बचाओ"";","""Simpan Aktivitas"";","""활동 저장"";","""บันทึกกิจกรรม"";","""儲存活動"";",,"""アクティビティを保存"";","""Lưu Hoạt động"";","""保存活动"";"
31,Flabuless/Layouts/Common UI/Activity.strings,"""jUc-x3-YqX.text""",""" 0"";",""" 0"";",""" 0"";",""" 0"";",""" 0"";",""" 0"";",,""" 0"";",""" 0"";",""" 0"";"
32,Flabuless/Layouts/Common UI/Activity.strings,"""kq0-mq-K8h.text""",""" MIN"";",""" मिन"";",""" MNT"";","""분"";",""" นาที"";","""分鐘"";",,""" MIN"";",""" PHÚT"";","""分钟"";"
