,files,keys,en,vi,ms,th,ru,zh-Hans,ar,id
93,Strings/ExperianLocalizationFile/Localizable.strings,"""Refer 2 more to attain Silver Tier""","""Refer 2 more to attain Silver Tier"";",,"""Refer 2 more to attain Silver Tier"";",,"""Пригласите еще двух рефералов, и Вы достигните серебряного уровня"""";","""成功推荐超过2位员工，将达到银级"";",,"""Refer 2 more to attain Silver Tier"";"
94,Strings/ExperianLocalizationFile/Localizable.strings,"""Done""","""Done"";",,"""Done"";",,"""Готово"""";","""完成"";",,"""Done"";"
95,Strings/ExperianLocalizationFile/Localizable.strings,"""ENDS""","""ENDS"";",,"""ENDS"";",,"""ЗАКАНЧИВАЕТСЯ"""";","""ENDS"";",,"""ENDS"";"
96,Strings/ExperianLocalizationFile/Localizable.strings,"""OCTOBER""","""OCTOBER"";",,"""OCTOBER"";",,"""ОКТЯБРЬ"""";","""10月"";",,"""OCTOBER"";"
97,Strings/ExperianLocalizationFile/Localizable.strings,"""Enter URL""","""Enter URL"";",,"""Enter URL"";",,"""Введите URL-адрес"""";","""输入网址"";",,"""Enter URL"";"
98,Strings/ExperianLocalizationFile/Localizable.strings,"""Phangnga""",,"""Phangnga"";",,,"""Пхангнга"""";",,,
99,Strings/ExperianLocalizationFile/Localizable.strings,"""Uttaradit""",,"""Uttaradit"";",,,"""Уттарадит"""";",,,
100,Strings/ExperianLocalizationFile/Localizable.strings,"""Information""","""Information"";",,"""Information"";",,"""Информация"""";","""资料"";",,"""Information"";"
101,Strings/ExperianLocalizationFile/Localizable.strings,"""Please enter your citizenship""","""Please enter your citizenship"";",,"""Please enter your citizenship"";",,"""Укажите страну гражданства"""";","""请输入国籍"";",,"""Please enter your citizenship"";"
102,Strings/ExperianLocalizationFile/Localizable.strings,"""This contact has multiple phone numbers, which one did you want use?""","""This contact has multiple phone numbers, which one did you want use?"";",,"""This contact has multiple phone numbers, which one did you want use?"";",,"""У этого контакта несколько номеров телефона. Который из них использовать?"""";","""该联系人有多个电话号码, 请任选一个。"";",,"""This contact has multiple phone numbers, which one did you want use?"";"
103,Strings/ExperianLocalizationFile/Localizable.strings,"""Please enter your phone number.""","""Please enter your phone number."";",,"""Please enter your phone number."";",,"""Введите номер телефона."""";","""请输入联络号码."";",,"""Please enter your phone number."";"
104,Strings/ExperianLocalizationFile/Localizable.strings,"""Error""","""Error"";",,"""Error"";",,"""Ошибка"""";","""误差"";",,"""Error"";"
105,Strings/ExperianLocalizationFile/Localizable.strings,"""Check In Confirmed.""","""Check In Confirmed."";",,"""Check In Confirmed."";",,"""Регистрация подтверждена."""";","""登记确认成功"";",,"""Check In Confirmed."";"
106,Strings/ExperianLocalizationFile/Localizable.strings,"""Already Connected With This Account.""","""Already Connected With This Account."";",,"""Already Connected With This Account."";",,"""Уже подключено к этому аккаунту."""";","""已连接到此账户了"";",,"""Already Connected With This Account."";"
107,Strings/ExperianLocalizationFile/Localizable.strings,"""Highest ECCE Qualification""","""Highest ECCE Qualification"";",,"""Highest ECCE Qualification"";",,"""Наивысший сертификат по работе с дошкольниками ECCE"""";","""幼教专业学历"";",,"""Highest ECCE Qualification"";"
108,Strings/ExperianLocalizationFile/Localizable.strings,"""FEBRUARY""","""FEBRUARY"";",,"""FEBRUARY"";",,"""ФЕВРАЛЬ"""";","""2月"";",,"""FEBRUARY"";"
109,Strings/ExperianLocalizationFile/Localizable.strings,"""Read More""","""Read More"";",,"""Read More"";",,"""Читать еще"""";","""阅读更多"";",,"""Read More"";"
110,Strings/ExperianLocalizationFile/Localizable.strings,"""Lampang""",,"""Lampang"";",,,"""Лампанг"""";",,,
111,Strings/ExperianLocalizationFile/Localizable.strings,"""Would you like to join this event chat room?""","""Would you like to join this event chat room?"";",,"""Would you like to join this event chat room?"";",,"""Присоединиться к чату события?"""";","""确认加入此活动的聊天室吗？"";",,"""Would you like to join this event chat room?"";"
112,Strings/ExperianLocalizationFile/Localizable.strings,"""Highest Early Educational""","""Highest Early Educational"";",,"""Highest Early Educational"";",,"""Максимальный достигнутый уровень образования по работе с дошкольниками"""";","""幼教专业学历"";",,"""Highest Early Educational"";"
113,Strings/ExperianLocalizationFile/Localizable.strings,"""Please select""","""Please select"";",,"""Please select"";",,"""Выберите"""";","""请选择"";",,"""Please select"";"
114,Strings/ExperianLocalizationFile/Localizable.strings,"""Phrae""",,"""Phrae"";",,,"""Пхрэ"""";",,,
115,Strings/ExperianLocalizationFile/Localizable.strings,"""Sakonnakhon""",,"""Sakonnakhon"";",,,"""Саконнакхон"""";",,,
116,Strings/ExperianLocalizationFile/Localizable.strings,"""Empty""","""Empty"";",,"""Empty"";",,"""Пусто"""";","""空"";",,"""Empty"";"
117,Strings/ExperianLocalizationFile/Localizable.strings,"""Trainee Teacher""","""Trainee Teacher"";",,"""Trainee Teacher"";",,"""Учитель-стажер"""";","""实习老师"";",,"""Trainee Teacher"";"
118,Strings/ExperianLocalizationFile/Localizable.strings,"""It's your""","""It's your"";",,"""It's your"";",,"""Сегодня"""";","""是您的"";",,"""It's your"";"
119,Strings/ExperianLocalizationFile/Localizable.strings,"""Click link for more details.""","""Click link for more details."";",,"""Click link for more details."";",,"""Подробнее см. по ссылке."""";","""查看详细."";",,"""Click link for more details."";"
120,Strings/ExperianLocalizationFile/Localizable.strings,"""Please enter your position""","""Please enter your position"";",,"""Please enter your position"";",,"""Введите положение"""";","""请输入应聘职位"";",,"""Please enter your position"";"
121,Strings/ExperianLocalizationFile/Localizable.strings,"""VALID TILL""","""VALID TILL"";",,"""VALID TILL"";",,"""ДЕЙСТВИТЕЛЬНО ДО"""";","""有效期至"";",,"""VALID TILL"";"
122,Strings/ExperianLocalizationFile/Localizable.strings,"""Are you sure you want to delete this photo?""","""Are you sure you want to delete this photo?"";",,"""Are you sure you want to delete this photo?"";",,"""Вы точно хотите удалить это фото?"""";","""Are you sure you want to delete this photo?"";",,"""Are you sure you want to delete this photo?"";"
123,Strings/ExperianLocalizationFile/Localizable.strings,"""VN PostFix Wish you a wonderful""",""""";",,,,""""";",""""";",,
124,Strings/ExperianLocalizationFile/Localizable.strings,"""Ensure this field has no more than 10 characters""","""Ensure this field has no more than 10 characters"";",,"""Ensure this field has no more than 10 characters"";",,"""В этом поле введите не более 10 символов"""";","""Ensure this field has no more than 10 characters"";",,"""Ensure this field has no more than 10 characters"";"
125,Strings/ExperianLocalizationFile/Localizable.strings,"""Dashboard""","""Dashboard"";",,"""Dashboard"";",,"""Панель управления"""";","""主页"";",,"""Dashboard"";"
126,Strings/ExperianLocalizationFile/Localizable.strings,"""Last week""","""Last week"";",,"""Last week"";",,"""На прошлой неделе"""";","""上个星期"";",,"""Last week"";"
127,Strings/ExperianLocalizationFile/Localizable.strings,"""Chiang rai""",,"""Chiang rai"";",,,"""Чианграй"""";",,,
128,Strings/ExperianLocalizationFile/Localizable.strings,"""Mae hong son""",,"""Mae hong son"";",,,"""Мэхонгсон"""";",,,
129,Strings/ExperianLocalizationFile/Localizable.strings,"""Discount""","""Discount"";",,"""Discount"";",,"""Скидка"""";","""查看优惠折扣"";",,"""Discount"";"
130,Strings/ExperianLocalizationFile/Localizable.strings,"""URL is""","""URL is"";",,"""URL is"";",,"""URL-адрес"""";","""网址是"";",,"""URL is"";"
131,Strings/ExperianLocalizationFile/Localizable.strings,"""Citizenship""","""Citizenship"";",,"""Citizenship"";",,"""Гражданство"""";","""国籍"";",,"""Citizenship"";"
132,Strings/ExperianLocalizationFile/Localizable.strings,"""Your Card Number:""","""Your Card Number:"";",,"""Your Card Number:"";",,"""Введите номер карты:"""";","""卡号:"";",,"""Your Card Number:"";"
133,Strings/ExperianLocalizationFile/Localizable.strings,"""Benefit Type""",,"""Benefit Type"";",,,"""Strings/ExperianLocalizationFile/Localizable.strings"";",,,
134,Strings/ExperianLocalizationFile/Localizable.strings,"""Srisaket""",,"""Srisaket"";",,,"""Сисакет"""";",,,
135,Strings/ExperianLocalizationFile/Localizable.strings,"""ACEY""","""ACEY"";",,"""ACEY"";",,"""ACEY"""";","""ACEY婴儿/幼儿保育和发展课程文凭"";",,"""ACEY"";"
136,Strings/ExperianLocalizationFile/Localizable.strings,"""Kalasin""",,"""Kalasin"";",,,"""Каласин"""";",,,
137,Strings/ExperianLocalizationFile/Localizable.strings,"""Company""","""Company"";",,"""Company"";",,"""Компания"""";","""公司"";",,"""Company"";"
138,Strings/ExperianLocalizationFile/Localizable.strings,"""Mukdahan""",,"""Mukdahan"";",,,"""Мукдахан"""";",,,
139,Strings/ExperianLocalizationFile/Localizable.strings,"""POINT REWARDS""",,,,,"""ВОЗНАГРАЖДЕНИЯ ЗА БАЛЛЫ"""";","""查看所有积分奖励"";",,
140,Strings/ExperianLocalizationFile/Localizable.strings,"""You have successfully checked In.""","""You have successfully checked In."";",,"""You have successfully checked In."";",,"""Регистрация прошла успешно."""";","""您已成功登录该活动了！"";",,"""You have successfully checked In."";"
141,Strings/ExperianLocalizationFile/Localizable.strings,"""Facility Check-In""","""Facility Check-In"";",,"""Facility Check-In"";",,"""Регистрация на площадку"""";","""设施签入"";",,"""Facility Check-In"";"
142,Strings/ExperianLocalizationFile/Localizable.strings,"""Enter Pln Number""","""Enter Pln Number"";",,"""Enter Pln Number"";",,"""Введите пин-код"""";","""请输入PIN码"";",,"""Enter Pln Number"";"
143,Strings/ExperianLocalizationFile/Localizable.strings,"""Brand Model""","""Brand Model"";",,"""Brand Model"";",,"""Бренд, модель"""";","""品牌型号"";",,"""Brand Model"";"
144,Strings/ExperianLocalizationFile/Localizable.strings,"""Settings""","""Settings"";",,"""Settings"";",,"""Настройки"""";","""设置"";",,"""Settings"";"
145,Strings/ExperianLocalizationFile/Localizable.strings,"""Redeemed on""","""Redeemed on"";",,"""Redeemed on"";",,"""Обмен"""";","""兑换日期与时间："";",,"""Redeemed on"";"
146,Strings/ExperianLocalizationFile/Localizable.strings,"""OCT""","""OCT"";",,"""OCT"";",,"""ОКТ"""";","""10月"";",,"""OCT"";"
147,Strings/ExperianLocalizationFile/Localizable.strings,"""Lost connection from Layer""","""Lost connection from Layer"";",,"""Lost connection from Layer"";",,"""Lost connection from Layer"""";","""失去 Layer连接"";",,"""Lost connection from Layer"";"
148,Strings/ExperianLocalizationFile/Localizable.strings,"""UnitsSoldPlaceholder""","""Add quantity less than 9"";",,"""Add quantity less than 9"";",,"""Добавьте количество менее 9"""";","""Add quantity less than 9"";",,"""Add quantity less than 9"";"
149,Strings/ExperianLocalizationFile/Localizable.strings,"""ORGANIZER""","""ORGANIZER"";",,"""ORGANIZER"";",,"""ОРГАНИЗАТОР"""";","""组织者"";",,"""ORGANIZER"";"
150,Strings/ExperianLocalizationFile/Localizable.strings,"""Please Disconnect Fitbit First""","""Please Disconnect Fitbit First"";",,"""Please Disconnect Fitbit First"";",,"""Пожалуйста, сначала отключите FitBit"""";","""请先中断 FitBit 的连接"";",,"""Please Disconnect Fitbit First"";"
151,Strings/ExperianLocalizationFile/Localizable.strings,""", but I’m known as""",""", but I’m known as"";",,""", but I’m known as"";",,""", но я известен как"""";",""", 但我被称为"";",,""", but I’m known as"";"
152,Strings/ExperianLocalizationFile/Localizable.strings,"""Center Attendant (Cook)""","""Center Attendant (Cook)"";",,"""Center Attendant (Cook)"";",,"""Сотрудник центра (повар)"""";","""厨师"";",,"""Center Attendant (Cook)"";"
153,Strings/ExperianLocalizationFile/Localizable.strings,"""VN PostFix It's your Colleague's""",""""";",,,,""""";",""""";",,
154,Strings/ExperianLocalizationFile/Localizable.strings,"""Frame Category""","""Frame Category"";",,"""Frame Category"";",,"""Категория"""";","""框架类别"";",,"""Frame Category"";"
155,Strings/ExperianLocalizationFile/Localizable.strings,"""Unexpected response is received.""","""Unexpected response is received."";",,"""Unexpected response is received."";",,"""Получен неожиданный отклик."""";","""收到意外响应."";",,"""Unexpected response is received."";"
156,Strings/ExperianLocalizationFile/Localizable.strings,"""ATTENDING""","""ATTENDING"";",,"""ATTENDING"";",,"""ПЛАНИРУЕТСЯ ПОСЕЩЕНИЕ"""";","""会参与"";",,"""ATTENDING"";"
157,Strings/ExperianLocalizationFile/Localizable.strings,"""First Name""","""First Name"";",,"""First Name"";",,"""Имя"""";","""名字"";",,"""First Name"";"
158,Strings/ExperianLocalizationFile/Localizable.strings,"""points apply""","""points apply"";",,"""points apply"";",,"""баллов применимо"""";","""points apply"";",,"""points apply"";"
159,Strings/ExperianLocalizationFile/Localizable.strings,"""Please enter referral’s contact number.""","""Please enter referral’s contact number."";",,"""Please enter referral’s contact number."";",,"""Пожалуйста, введите контактный номер реферала."""";","""请输入推荐人联络号码。"";",,"""Please enter referral’s contact number."";"
